# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Jan 31 08:06:14 2017
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [sexagesimal]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [sexagesimal]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_masse:       Planet Mass [Earth mass]
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN st_sp:          Spectral Type
# COLUMN st_spstr:       Spectral Type
#
rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_radj,pl_dens,ra_str,ra,dec_str,dec,st_dist,st_optmag,st_teff,st_mass,st_rad,pl_eqt,pl_masse,pl_rade,st_sp,st_spstr
618,HD 70573,b,Radial Velocity,1,851.80000000,1.760000,0.400000,,,,08h22m49.95s,125.708135,+01d51m33.6s,1.859323,45.70,11.424,5737.00,1.00,,,,,4.12,G1-1.5 V
619,HD 70642,b,Radial Velocity,1,2068.00000000,3.230000,0.034000,,,,08h21m28.14s,125.367233,-39d42m19.5s,-39.705410,28.76,7.180,5706.00,1.05,,,,,4.50,G5
620,HD 7199,b,Radial Velocity,1,615.00000000,1.360000,0.190000,,,,01h10m47.22s,17.696762,-66d11m17.4s,-66.188164,35.88,8.027,5386.00,0.89,0.96,,,,5.00,K0 IV/V
621,HD 72659,b,Radial Velocity,1,3658.00000000,4.740000,0.220000,,,,08h34m03.19s,128.513290,-01d34m05.6s,-1.568217,51.40,7.460,5926.00,1.06,1.36,,,,4.20,G2 V
622,HD 72892,b,Radial Velocity,1,39.47500000,0.228000,0.423000,,,,08h34m52.60s,128.719147,-14d27m24.1s,-14.456694,72.78,8.830,5688.00,1.02,1.22,,,,4.50,G5 V
623,HD 73256,b,Radial Velocity,1,2.54858000,0.037000,0.029000,,,,08h36m23.02s,129.095901,-30d02m15.5s,-30.037626,36.52,8.080,5570.00,1.05,0.89,,,,4.90,G8/K0
624,HD 73267,b,Radial Velocity,1,1260.00000000,2.198000,0.256000,,,,08h36m17.78s,129.074066,-34d27m35.9s,-34.459980,54.91,8.900,5317.00,0.89,1.04,,,,4.50,G5 V
625,HD 73526,b,Radial Velocity,2,188.90000000,0.650000,0.290000,,,,08h37m16.48s,129.318680,-41d19m08.8s,-41.319103,94.61,8.971,,1.01,,,,,4.60,G6 V
626,HD 73526,c,Radial Velocity,2,379.10000000,1.030000,0.280000,,,,08h37m16.48s,129.318680,-41d19m08.8s,-41.319103,94.61,8.971,,1.01,,,,,4.60,G6 V
627,HD 73534,b,Radial Velocity,1,1770.00000000,3.067000,0.074000,,,,08h39m15.80s,129.815842,+12d57m37.4s,12.960376,81.00,8.230,5041.00,1.23,2.39,,,,4.50,G5 IV
628,HD 74156,b,Radial Velocity,2,51.64500000,0.292000,0.627000,,,,08h42m25.12s,130.604675,+04d34m41.2s,4.578097,64.60,7.614,6068.00,1.24,,,,,4.00,G0
629,HD 74156,c,Radial Velocity,2,2473.00000000,3.850000,0.432000,,,,08h42m25.12s,130.604675,+04d34m41.2s,4.578097,64.60,7.614,6068.00,1.24,,,,,4.00,G0
630,HD 7449,b,Radial Velocity,1,1275.00000000,2.300000,0.820000,,,,01h14m29.32s,18.622173,-05d02m50.6s,-5.047387,38.52,7.483,6024.00,1.05,1.01,,,,4.00,G0 V
631,HD 75289,b,Radial Velocity,1,3.50926700,0.048200,0.034000,,,,08h47m40.39s,131.918289,-41d44m12.5s,-41.736794,28.94,6.350,6095.00,1.21,,,,,4.00,G0
632,HD 75784,b,Radial Velocity,1,341.70000000,1.073000,0.130000,,,,08h52m23.94s,133.099747,+13d14m00.4s,13.233433,68.70,7.840,4917.00,1.41,3.30,,,,5.30,K3 IV
633,HD 75898,b,Radial Velocity,1,418.20000000,1.190000,0.100000,,,,08h53m50.80s,133.461685,+33d03m24.5s,33.056812,80.58,8.030,6021.00,1.28,1.60,,,,4.00,G0 V
634,HD 76700,b,Radial Velocity,1,3.97100000,0.049000,0.000000,,,,08h53m55.51s,133.481308,-66d48m03.6s,-66.800995,59.70,8.155,,1.00,,,,,4.60,G6 V
635,HD 77338,b,Radial Velocity,1,5.73610000,0.061400,0.090000,,,,09h01m12.50s,135.302063,-25d31m37.4s,-25.527061,41.27,8.591,5370.00,0.93,0.88,,15.90000,,5.00,K0 IV
636,HD 7924,b,Radial Velocity,3,5.39792000,0.056640,0.058000,,,,01h21m59.12s,20.496313,+76d42m37.0s,76.710281,16.82,7.185,5075.00,0.83,0.78,826,,,5.05,K0.5 V
637,HD 7924,c,Radial Velocity,3,15.29900000,0.113400,0.098000,,,,01h21m59.12s,20.496313,+76d42m37.0s,76.710281,16.82,7.185,5075.00,0.83,0.78,584,,,5.05,K0.5 V
638,HD 7924,d,Radial Velocity,3,24.45100000,0.155100,0.210000,,,,01h21m59.12s,20.496313,+76d42m37.0s,76.710281,16.82,7.185,5075.00,0.83,0.78,499,,,5.05,K0.5 V
639,HD 79498,b,Radial Velocity,1,1966.10000000,3.130000,0.590000,,,,09h15m09.40s,138.789169,+23d22m32.0s,23.375549,48.64,8.020,,,,,,,4.50,G5
640,HD 80606,b,Radial Velocity,1,111.43570000,0.449000,0.933200,89.320,0.980,,09h22m37.57s,140.656540,+50d36m13.4s,50.603722,29.04,9.001,5645.00,0.97,0.98,,1252.20000,10.980,4.50,G5
641,HD 81040,b,Radial Velocity,1,1001.70000000,1.940000,0.526000,,,,09h23m47.09s,140.946198,+20d21m52.0s,20.364454,32.56,7.720,5700.00,0.96,0.86,,,,4.25,G2/G3
642,HD 81688,b,Radial Velocity,1,184.02000000,0.810000,0.000000,,,,09h28m39.99s,142.166626,+45d36m05.3s,45.601482,88.26,5.393,4753.00,2.10,13.00,,,,4.50,G5
643,HD 82886,b,Radial Velocity,1,705.00000000,1.650000,0.066000,,,,09h35m45.18s,143.938263,+34d46m50.7s,34.780743,112.23,7.780,5112.00,1.06,4.80,,,,4.00,G0
644,HD 82943,b,Radial Velocity,2,441.47000000,1.183060,0.162000,90.000,,,09h34m50.73s,143.711395,-12d07m46.4s,-12.129546,27.46,6.530,6016.00,1.20,,,534.25000,,4.25,G2/3 V
645,HD 82943,c,Radial Velocity,2,220.07800000,0.743450,0.366300,90.000,,,09h34m50.73s,143.711395,-12d07m46.4s,-12.129546,27.46,6.530,6016.00,1.20,,,622.60300,,4.25,G2/3 V
646,HD 83443,b,Radial Velocity,1,2.98569800,0.040600,0.012000,,,,09h37m11.83s,144.299286,-43d16m19.9s,-43.272205,43.53,8.222,5454.00,0.90,,,,,5.05,K0/1 V + G (III)
647,HD 8535,b,Radial Velocity,1,1313.00000000,2.450000,0.150000,,,,01h23m37.24s,20.905149,-41d16m11.3s,-41.269802,52.50,7.700,6136.00,1.13,1.19,,,,4.00,G0 V
648,HD 85390,b,Radial Velocity,1,788.00000000,1.520000,0.410000,,,,09h50m02.50s,147.510406,-49d47m25.0s,-49.790268,33.96,8.526,5186.00,0.76,,,,,5.10,K1 V
649,HD 85512,b,Radial Velocity,1,58.43000000,0.260000,0.110000,90.000,,,09h51m07.05s,147.779388,-43d30m10.0s,-43.502789,11.15,7.670,4715.00,0.69,,298,,,5.50,K5 V
650,HD 8574,b,Radial Velocity,1,227.00000000,0.757000,0.297000,,,,01h25m12.52s,21.302153,+28d34m00.1s,28.566692,44.20,7.112,6050.00,1.12,,,,,3.80,F8
651,HD 86081,b,Radial Velocity,1,2.13750000,0.035000,0.008000,,,,09h56m05.92s,149.024658,-03d48m30.3s,-3.808422,91.16,8.730,,1.21,1.22,,,,3.80,F8 V
652,HD 86226,b,Radial Velocity,1,1695.00000000,2.840000,0.150000,,,,09h56m29.85s,149.124359,-24d05m57.8s,-24.099390,42.48,7.932,5903.00,1.06,1.02,,,,4.20,G2 V
653,HD 86264,b,Radial Velocity,1,1475.00000000,2.860000,0.700000,,,,09h56m57.84s,149.240997,-15d53m42.4s,-15.895122,72.57,7.407,,,,,,,3.70,F7 V
654,HD 8673,b,Radial Velocity,1,1634.00000000,3.020000,0.723000,,,,01h26m08.78s,21.536604,+34d34m46.9s,34.579700,38.26,,,,,,,,3.50,F5
655,HD 86950,b,Radial Velocity,1,1270.00000000,2.720000,0.170000,,,,10h01m37.61s,150.406708,-17d19m58.9s,-17.333023,169.00,7.459,4805.00,1.66,8.80,,,,5.10,K1 III
656,HD 87646,b,Radial Velocity,1,13.48100000,0.117000,0.050000,,,,10h06m40.77s,151.669861,+17d53m42.4s,17.895103,73.58,8.000,5770.00,1.12,1.55,,,,4.00,G
657,HD 87883,b,Radial Velocity,1,2754.00000000,3.600000,0.530000,,,,10h08m43.14s,152.179749,+34d14m32.1s,34.242260,18.06,7.550,,,,,,,5.25,K2.5 V
658,HD 88133,b,Radial Velocity,1,3.41486740,0.046910,0.050000,15.000,,,10h10m07.68s,152.531982,+18d11m12.7s,18.186871,74.46,8.010,5438.00,1.18,1.94,,324.18660,,4.50,G5 IV
659,HD 89307,b,Radial Velocity,1,2157.00000000,3.270000,0.241000,,,,10h18m21.29s,154.588699,+12d37m16.0s,12.621108,30.88,7.009,,,,,,,4.00,G0
660,HD 89744,b,Radial Velocity,1,256.78000000,0.918000,0.673000,,,,10h22m10.56s,155.544006,+41d13m46.3s,41.229530,39.00,5.720,6291.00,1.56,,,,,3.70,F7 V
661,HD 90156,b,Radial Velocity,1,49.77000000,0.250000,0.310000,,,,10h23m55.28s,155.980316,-29d38m43.9s,-29.645529,22.09,6.920,5599.00,0.84,,,,,4.50,G5 V
662,HD 9174,b,Radial Velocity,1,1179.00000000,2.200000,0.120000,,,,01h30m01.00s,22.504177,-19d36m16.2s,-19.604502,78.93,8.400,5577.00,1.03,1.67,,,,4.80,G8 IV
663,HD 92788,b,Radial Velocity,1,325.00000000,0.960000,0.350000,,,,10h42m48.53s,160.702209,-02d11m01.5s,-2.183756,32.32,7.300,5821.00,1.10,,,,,4.60,G6 V
664,HD 93083,b,Radial Velocity,1,143.58000000,0.477000,0.140000,,,,10h44m20.91s,161.087143,-33d34m37.3s,-33.577023,28.90,8.300,4995.00,0.70,,,,,5.30,K3 V
665,HD 9446,b,Radial Velocity,2,30.05200000,0.189000,0.200000,,,,01h33m20.18s,23.334101,+29d15m54.5s,29.265148,52.85,8.369,5793.00,1.00,1.00,,,,4.50,G5 V
666,HD 9446,c,Radial Velocity,2,192.90000000,0.654000,0.060000,,,,01h33m20.18s,23.334101,+29d15m54.5s,29.265148,52.85,8.369,5793.00,1.00,1.00,,,,4.50,G5 V
667,HD 95086,b,Imaging,1,,55.700000,,,,,10h57m03.02s,164.262589,-68d40m02.4s,-68.667343,91.57,7.360,,1.60,,1000,1589.00000,,2.80,A8 III
668,HD 95089,b,Radial Velocity,1,507.00000000,1.510000,0.157000,,,,10h58m47.74s,164.698898,+01d43m45.2s,1.729216,149.03,7.946,5002.00,1.58,4.90,,,,4.90,G8/K0 IV
669,HD 95127,b,Radial Velocity,1,482.00000000,1.280000,0.110000,,,,10h59m35.09s,164.896194,+43d48m52.1s,43.814465,332.00,8.150,4218.00,1.20,20.00,,,,5.00,K0
670,HD 95872,b,Radial Velocity,1,4375.00000000,5.200000,0.060000,,,,11h03m28.11s,165.867114,-22d05m38.3s,-22.093977,7.56,9.895,5312.00,0.95,,,,,5.00,K0 V
671,HD 96063,b,Radial Velocity,1,361.10000000,0.990000,0.030000,,,,11h04m44.45s,166.185226,-02d30m47.6s,-2.513218,132.80,8.370,5148.00,1.02,4.50,,,,4.60,G6 V
672,HD 96127,b,Radial Velocity,1,647.30000000,1.400000,0.300000,,,,11h05m45.95s,166.441452,+44d18m05.6s,44.301559,221.24,7.430,4152.00,0.91,35.00,,,,5.20,K2 III
673,HD 96167,b,Radial Velocity,1,498.90000000,1.300000,0.710000,,,,11h05m15.07s,166.312790,-10d17m28.7s,-10.291301,84.03,8.080,5770.00,1.31,1.86,,,,4.30,G3 V
674,HD 97658,b,Radial Velocity,1,9.49090000,0.079600,0.063000,89.450,0.209,3.35000,11h14m33.16s,168.638184,+25d42m37.4s,25.710384,21.30,7.710,5119.00,0.75,0.70,,7.86000,2.341,5.10,K1
675,HD 98219,b,Radial Velocity,1,436.90000000,1.230000,0.112000,,,,11h17m47.55s,169.448135,-23d58m31.5s,-23.975414,150.38,8.210,4992.00,1.30,4.50,,,,5.00,K0 III/IV
676,HD 98649,b,Radial Velocity,1,4951.00000000,5.600000,0.850000,,,,11h20m51.77s,170.215698,-23d13m02.4s,-23.217342,42.77,7.991,5759.00,1.00,1.00,,,,4.40,G4 V
677,HD 99109,b,Radial Velocity,1,439.30000000,1.105000,0.090000,,,,11h24m17.36s,171.072327,-01d31m44.7s,-1.529076,60.46,9.100,5272.00,0.93,,,,,4.90,G8/K0 IV
678,HD 99492,b,Radial Velocity,1,17.05400000,0.123000,0.070000,,,,11h26m46.28s,171.692825,+03d00m22.8s,3.006328,55.70,7.580,4929.00,0.85,0.78,,,,5.30,K2/4
679,HD 99706,b,Radial Velocity,1,868.00000000,2.140000,0.365000,,,,11h28m30.21s,172.125885,+43d57m59.7s,43.966579,130.89,7.810,4932.00,1.72,5.40,,,,5.00,K0
680,HIP 105854,b,Radial Velocity,1,184.20000000,0.810000,0.020000,,,,21h26m22.87s,321.595306,-37d49m45.9s,-37.829430,84.60,5.640,4780.00,2.10,,,,,5.20,K2 III
681,HIP 107773,b,Radial Velocity,1,144.30000000,0.720000,0.090000,,,,21h50m00.12s,327.500519,-64d42m45.1s,-64.712540,,5.620,4945.00,2.42,11.60,,,,5.10,K1 III
682,HIP 109384,b,Radial Velocity,1,499.48000000,1.134000,0.549000,,,,22h09m37.40s,332.405823,+71d18m51.6s,71.314331,56.20,9.630,5180.00,0.78,,,,,4.50,G5
683,HIP 109600,b,Radial Velocity,1,232.08000000,0.706000,0.163000,,,,22h12m06.25s,333.026062,+29d03m56.9s,29.065811,58.60,9.160,5530.00,0.87,,,,,4.50,G5
684,HIP 116454,b,Radial Velocity,1,9.12050000,0.090600,0.205000,88.430,0.226,4.17000,23h35m49.28s,353.955353,+00d26m43.9s,0.445516,55.20,10.190,5089.00,0.78,0.72,690,11.82000,2.530,5.10,K1
685,HIP 12961,b,Radial Velocity,1,57.43500000,0.250000,0.166000,,,,02h46m42.89s,41.678692,-23d05m11.8s,-23.086611,23.80,10.240,,,,,,,6.00,M0
686,HIP 14810,b,Radial Velocity,3,6.67385500,0.069200,0.142700,,,,03h11m14.23s,47.809292,+21d05m50.5s,21.097359,52.88,8.520,5485.00,0.99,1.00,,,,4.50,G5 V
687,HIP 14810,c,Radial Velocity,3,147.73000000,0.545000,0.164000,,,,03h11m14.23s,47.809292,+21d05m50.5s,21.097359,52.88,8.520,5485.00,0.99,1.00,,,,4.50,G5 V
688,HIP 14810,d,Radial Velocity,3,952.00000000,1.890000,0.173000,,,,03h11m14.23s,47.809292,+21d05m50.5s,21.097359,52.88,8.520,5485.00,0.99,1.00,,,,4.50,G5 V
689,HIP 41378,b,Radial Velocity,5,15.57120000,,,88.400,0.259,,08h26m27.85s,126.616043,+10d04m49.4s,10.080378,116.14,8.930,6199.00,1.15,1.40,,,2.900,,
690,HIP 41378,c,Radial Velocity,5,31.69780000,,,89.580,0.228,,08h26m27.85s,126.616043,+10d04m49.4s,10.080378,116.14,8.930,6199.00,1.15,1.40,,,2.560,,
691,HIP 41378,d,Radial Velocity,5,156.00000000,,,,0.353,,08h26m27.85s,126.616043,+10d04m49.4s,10.080378,116.14,8.930,6199.00,1.15,1.40,,,3.960,,
692,HIP 41378,e,Radial Velocity,5,131.00000000,,,,0.492,,08h26m27.85s,126.616043,+10d04m49.4s,10.080378,116.14,8.930,6199.00,1.15,1.40,,,5.510,,
693,HIP 41378,f,Radial Velocity,5,324.00000000,,,,0.910,,08h26m27.85s,126.616043,+10d04m49.4s,10.080378,116.14,8.930,6199.00,1.15,1.40,,,10.200,,
694,HIP 5158,b,Radial Velocity,2,345.72000000,0.890000,0.520000,,,,01h06m02.05s,16.508533,-22d27m11.4s,-22.453154,44.80,10.167,4962.00,0.78,,,,,,
695,HIP 5158,c,Radial Velocity,2,9017.76000000,7.700000,0.140000,,,,01h06m02.05s,16.508533,-22d27m11.4s,-22.453154,44.80,10.167,4962.00,0.78,,,,,,
696,HIP 57050,b,Radial Velocity,1,41.39700000,0.163506,0.314000,,,,11h41m44.63s,175.435974,+42d45m07.1s,42.751972,11.03,11.920,,,,,,,6.40,M4
697,HIP 57274,b,Radial Velocity,3,8.13520000,0.070000,0.187000,,,,11h44m40.96s,176.170685,+30d57m33.5s,30.959293,25.87,8.980,,,,,,,5.40,K4 V
698,HIP 57274,c,Radial Velocity,3,32.03000000,0.178000,0.050000,,,,11h44m40.96s,176.170685,+30d57m33.5s,30.959293,25.87,8.980,,,,,,,5.40,K4 V
699,HIP 57274,d,Radial Velocity,3,431.70000000,1.010000,0.270000,,,,11h44m40.96s,176.170685,+30d57m33.5s,30.959293,25.87,8.980,,,,,,,5.40,K4 V
700,HIP 63242,b,Radial Velocity,1,124.60000000,0.565000,0.230000,,,,12h57m31.96s,194.383163,-65d38m47.3s,-65.646461,149.25,6.871,4830.00,1.54,,,,,4.80,G8
701,HIP 65407,b,Radial Velocity,2,28.12500000,0.177000,0.140000,,,,13h24m21.04s,201.087662,+48d53m06.3s,48.885094,55.50,9.420,5460.00,0.93,,,,,5.00,K0
702,HIP 65407,c,Radial Velocity,2,67.30000000,0.316000,0.120000,,,,13h24m21.04s,201.087662,+48d53m06.3s,48.885094,55.50,9.420,5460.00,0.93,,,,,5.00,K0
703,HIP 65891,b,Radial Velocity,1,1084.50000000,2.810000,0.130000,,,,13h30m25.27s,202.605301,-58d39m51.7s,-58.664356,,6.750,5000.00,2.50,8.93,,,,5.00,K0 III
704,HIP 67851,b,Radial Velocity,2,88.90000000,0.460000,0.050000,,,,13h53m52.06s,208.466919,-35d18m51.7s,-35.314362,,6.170,4890.00,1.63,5.92,,,,5.00,K0 III
705,HIP 67851,c,Radial Velocity,2,2131.80000000,3.820000,0.170000,,,,13h53m52.06s,208.466919,-35d18m51.7s,-35.314362,,6.170,4890.00,1.63,5.92,,,,5.00,K0 III
706,HIP 70849,b,Radial Velocity,1,17337.50000000,20.250000,0.715000,,,,14h29m18.56s,217.327347,-46d27m49.7s,-46.463818,23.98,10.380,,,,,,,5.70,K7 V k
707,HIP 74890,b,Radial Velocity,1,822.30000000,2.100000,0.070000,,,,15h18m17.33s,229.572205,-41d25m14.1s,-41.420570,91.49,7.050,4850.00,1.74,5.77,,,,5.10,K1 III
708,HIP 75458,b,Radial Velocity,1,511.09800000,1.275000,0.712400,,,,15h24m55.77s,231.232391,+58d57m57.8s,58.966064,31.33,3.290,4530.00,1.05,,,,,5.20,K2 III
709,HIP 78530,b,Imaging,1,,740.000000,,,,,16h01m55.46s,240.481064,-21d58m49.4s,-21.980389,156.70,7.192,10500.00,2.50,,2700,7300.00000,,1.90,B9 V
710,HIP 79431,b,Radial Velocity,1,111.70000000,0.360000,0.290000,,,,16h12m41.77s,243.174057,-18d52m31.8s,-18.875504,14.90,11.340,,,,,,,6.30,M3 V
711,HIP 8541,b,Radial Velocity,1,1560.20000000,2.800000,0.160000,,,,01h50m06.33s,27.526375,-54d27m53.9s,-54.464962,168.63,7.880,4670.00,1.17,7.83,,,,5.20,K2 III/IV
712,HIP 91258,b,Radial Velocity,1,5.05050000,0.057000,0.024000,,,,18h36m53.15s,279.221466,+61d42m09.0s,61.702503,44.46,8.646,5519.00,0.95,1.00,,,,4.50,G5 V
713,HIP 97233,b,Radial Velocity,1,1058.80000000,2.550000,0.610000,,,,19h45m41.27s,296.421967,-00d41m47.9s,-0.696645,106.50,7.340,5020.00,1.93,5.34,,,,5.00,K0
714,HN Peg,b,Imaging,1,,773.000000,,,1.051,,21h44m31.33s,326.130554,+14d46m19.0s,14.771939,18.39,5.950,,,,,6991.57000,11.777,4.00,G0 IV-V
715,HR 2562,b,Imaging,1,,20.300000,,,1.110,,06h50m01.01s,102.504227,-60d14m56.9s,-60.249146,33.63,6.110,,1.30,,1200,9534.90000,12.442,3.50,F5 V
716,HR 810,b,Radial Velocity,1,312.00000000,0.910000,0.150000,,,,02h42m33.47s,40.639442,-50d48m01.1s,-50.800293,17.24,5.410,,,,,,,4.00,G0 V
717,HR 8799,b,Imaging,4,170000.00000000,68.000000,,,1.200,,23h07m28.72s,346.869659,+21d08m03.3s,21.134251,39.40,5.953,,1.51,,,2000.00000,13.000,3.02,F0+ V ({lambda} Boo)...
718,HR 8799,c,Imaging,4,69000.00000000,38.000000,,,1.200,,23h07m28.72s,346.869659,+21d08m03.3s,21.134251,39.40,5.953,,1.51,,,3000.00000,13.000,3.02,F0+ V ({lambda} Boo)...
719,HR 8799,d,Imaging,4,37000.00000000,24.000000,,,1.200,,23h07m28.72s,346.869659,+21d08m03.3s,21.134251,39.40,5.953,,1.51,,,3000.00000,13.000,3.02,F0+ V ({lambda} Boo)...
720,HR 8799,e,Imaging,4,18000.00000000,14.500000,,,,,23h07m28.72s,346.869659,+21d08m03.3s,21.134251,39.40,5.953,,1.51,,,,,3.02,F0+ V ({lambda} Boo)...
721,K2-10,b,Transit,1,19.30440000,,0.310000,,0.343,2.60000,11h28m29.27s,172.121957,+01d41m26.3s,1.690636,271.00,12.418,5620.00,0.92,0.98,,27.00000,3.840,,
722,K2-105,b,Transit,1,8.26690200,0.081000,,88.950,0.369,,08h21m40.87s,125.420277,+13d29m51.1s,13.497530,233.00,11.752,5434.00,1.01,0.95,,30.00000,3.590,,
723,K2-11,b,Transit,1,39.93767000,0.225700,,,0.674,,11h16m10.08s,169.042002,+01d59m12.6s,1.986840,2019.00,13.386,5433.00,1.35,5.15,734,,7.550,,
724,K2-12,b,Transit,1,8.28212000,0.080200,,,0.208,,11h32m46.09s,173.192036,+02d14m41.6s,2.244884,294.00,12.258,5800.00,1.01,1.01,1003,,2.330,,
725,K2-13,b,Transit,1,39.91488000,0.211400,,,0.169,,11h20m37.33s,170.155528,+02d30m09.7s,2.502696,290.00,12.901,5698.00,0.80,0.78,511,,1.890,,
726,K2-14,b,Transit,1,8.36802000,0.062700,,,0.429,,11h52m13.69s,178.057026,+02d35m39.3s,2.594245,219.00,16.310,3789.00,0.47,0.45,488,,4.810,,
727,K2-15,b,Transit,1,11.81040000,0.091000,,,0.221,,11h52m26.59s,178.110797,+04d15m17.1s,4.254747,437.00,14.663,5131.00,0.72,0.68,676,,2.480,,
728,K2-16,b,Transit,2,7.61880000,0.066700,,87.970,0.180,,11h40m23.34s,175.097258,+04d33m26.4s,4.557340,324.00,14.670,4742.00,0.68,0.66,658,,2.020,5.30,K3 V
729,K2-16,c,Transit,2,19.07863000,0.122900,,87.830,0.227,,11h40m23.34s,175.097258,+04d33m26.4s,4.557340,324.00,14.670,4742.00,0.68,0.66,485,,2.540,5.30,K3 V
730,K2-17,b,Transit,1,17.96753000,0.119000,,,0.199,,11h53m19.15s,178.329775,+06d24m44.1s,6.412261,134.00,13.519,4320.00,0.71,0.66,487,,2.230,,
731,K2-18,b,Transit,1,32.94488000,0.149100,,,0.200,,11h30m14.51s,172.560460,+07d35m18.2s,7.588391,34.00,13.496,3503.00,0.41,0.39,272,,2.240,6.25,M2.5 V
732,K2-19,b,Transit,3,7.91940000,0.074000,,89.470,0.691,,11h39m50.48s,174.960319,+00d36m12.9s,0.603575,291.00,13.000,5430.00,0.93,0.86,854,,7.740,4.90,G9 V
733,K2-19,c,Transit,3,11.90715000,0.097100,,87.990,0.434,,11h39m50.48s,174.960319,+00d36m12.9s,0.603575,291.00,13.000,5430.00,0.93,0.86,745,,4.860,4.90,G9 V
734,K2-19,d,Transit,3,2.50856000,0.034400,,85.830,0.102,,11h39m50.48s,174.960319,+00d36m12.9s,0.603575,291.00,13.000,5430.00,0.93,0.86,1252,,1.140,4.90,G9 V
735,K2-21,b,Transit,2,9.32414000,0.073100,,88.300,0.142,2.70000,22h41m12.89s,340.303689,-14d29m20.4s,-14.488987,65.00,12.850,4043.00,0.64,0.60,500,,1.590,6.00,M0.0
736,K2-21,c,Transit,2,15.50120000,0.102600,,89.080,0.171,5.40000,22h41m12.89s,340.303689,-14d29m20.4s,-14.488987,65.00,12.850,4043.00,0.64,0.60,420,,1.920,6.00,M0.0
737,K2-22,b,Transit,1,0.38107800,0.008800,,,0.223,,11h17m55.88s,169.482818,+02d37m08.7s,2.619070,225.00,15.597,3830.00,0.60,0.57,2100,444.96200,2.500,6.00,M0 V
738,K2-24,b,Transit,2,20.88508000,0.154200,,88.950,0.520,,16h10m17.69s,242.573719,-24d59m25.2s,-24.990331,181.00,11.070,5743.00,1.12,1.21,709,,5.830,4.90,G9 V
739,K2-24,c,Transit,2,42.36342000,0.247100,,89.430,0.723,,16h10m17.69s,242.573719,-24d59m25.2s,-24.990331,181.00,11.070,5743.00,1.12,1.21,560,,8.100,4.90,G9 V
740,K2-25,b,Transit,1,3.48455200,,0.270000,88.300,0.306,,04h13m05.62s,63.273432,+15d14m51.9s,15.247763,45.70,15.881,3180.00,0.29,0.29,,,3.430,6.45,M4.5
741,K2-26,b,Transit,1,14.56650000,0.096200,,88.400,0.238,,06h16m49.58s,94.206580,+24d35m47.1s,24.596410,93.00,14.530,3785.00,0.56,0.52,430,,2.670,6.10,M1.0 V
742,K2-27,b,Transit,1,6.77145000,,0.160000,,0.397,1.80000,11h26m03.64s,171.515165,+01d13m50.7s,1.230738,,12.644,5320.00,0.89,0.85,,29.10000,4.450,,
743,K2-28,b,Transit,1,2.26045500,0.021400,0.000000,88.900,0.207,,22h22m29.85s,335.624384,-07d57m19.3s,-7.955366,53.00,16.061,3214.00,0.26,0.29,568,,2.320,6.40,M4
744,K2-29,b,Transit,1,3.25883210,0.042170,0.066000,86.656,1.190,0.53000,04h10m40.96s,62.670647,+24d24m07.4s,24.402043,185.00,12.526,5358.00,0.94,0.86,1171,232.01590,13.339,4.70,G7 V
745,K2-3,b,Transit,3,10.05449000,0.076900,,88.800,0.194,,11h29m20.39s,172.334949,-01d27m17.2s,-1.454787,42.00,12.170,3896.00,0.60,0.56,463,,2.180,6.00,M0 V
746,K2-3,c,Transit,3,24.64354000,0.139900,,89.120,0.165,,11h29m20.39s,172.334949,-01d27m17.2s,-1.454787,42.00,12.170,3896.00,0.60,0.56,344,,1.850,6.00,M0 V
747,K2-3,d,Transit,3,44.55983000,0.207600,,89.380,0.135,,11h29m20.39s,172.334949,-01d27m17.2s,-1.454787,42.00,12.170,3896.00,0.60,0.56,282,,1.510,6.00,M0 V
748,K2-30,b,Transit,1,4.09850300,0.048390,0.000000,86.920,1.039,0.64000,03h29m22.07s,52.341962,+22d17m57.9s,22.299405,278.00,13.530,5425.00,0.90,0.84,1092,184.02357,11.646,4.60,G6 V
